user_id,name,email,phone,age,gender,location,neighborhood,postcode,income_level,family_status,total_interactions,properties_viewed,events_tracked,total_inspections,unique_properties_inspected,total_crm_interactions,agents_contacted,most_frequent_tags,unique_tags_viewed,most_liked_feature,avg_condition_rating,avg_agent_interaction_rating,avg_inspection_satisfaction,avg_likelihood_to_buy,engagement_score,inspection_score,crm_score,property_preference_score,total_lead_score
179,Susan Norris,donaldroberts@example.org,001-283-793-4852x72323,25,Male,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,High,Single,8.0,3.0,4.0,1.0,1.0,0.0,0.0,Luxury,3.0,"Bathrooms, Garage",1.0,5.0,1.0,2.0,130.0,105.0,0.0,15.0,33.44481605351171
180,Dawn Jones,sara82@example.com,(723)939-2038x14307,50,Female,"Sydney, Surry Hills, 2010",Surry Hills,2010,Low,Married,2.0,2.0,2.0,1.0,1.0,0.0,0.0,Affordable,1.0,"Garage, Living Space",5.0,5.0,3.0,3.0,50.0,170.0,0.0,5.0,30.100334448160538
181,Melissa Kirby,mcobb@example.com,483.720.5526x87151,49,Male,"Sydney, Surry Hills, 2010",Surry Hills,2010,Medium,With Kids,0.0,0.0,0.0,3.0,3.0,0.0,0.0,None,0.0,Bathrooms,2.3333333333333335,2.3333333333333335,2.3333333333333335,4.666666666666667,0.0,221.66666666666666,0.0,0.0,29.654403567447048
182,Patrick Calderon,traceybennett@example.net,731.691.2684x0454,49,Female,"Sydney, Newtown, 2042",Newtown,2042,Medium,With Kids,9.0,7.0,3.0,1.0,1.0,1.0,1.0,Investment,3.0,"Living Space, Bathrooms",4.0,4.0,5.0,2.0,175.0,150.0,25.0,15.0,48.82943143812709
183,Travis Christian,thomas44@example.com,(569)817-9259x22967,30,Male,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,High,Single,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Investment,1.0,"Neighborhood, Bedrooms",2.0,3.0,2.0,1.0,25.0,95.0,25.0,5.0,20.066889632107024
184,Christina Daniel,andersonjulia@example.com,3887835882,54,Female,"Sydney, Chatswood, 2067",Chatswood,2067,High,Married,0.0,0.0,0.0,2.0,2.0,0.0,0.0,None,0.0,Garage,4.0,3.0,3.0,1.5,0.0,162.5,0.0,0.0,21.73913043478261
185,Sheila Bowers,tonya55@example.net,001-318-652-6471x534,24,Female,"Sydney, Surry Hills, 2010",Surry Hills,2010,Medium,Married,8.0,4.0,4.0,1.0,1.0,2.0,1.0,Luxury,2.0,Price,1.0,2.0,3.0,3.0,140.0,115.0,40.0,10.0,40.802675585284284
186,Janice Washington,xharris@example.net,688-212-0363x3566,60,Female,"Sydney, Parramatta, 2150",Parramatta,2150,High,With Kids,2.0,2.0,2.0,1.0,1.0,0.0,0.0,Investment,2.0,"Bathrooms, Living Space",1.0,2.0,3.0,4.0,50.0,130.0,0.0,10.0,25.418060200668897
187,Amanda Shepherd,velasquezjamie@example.org,928-492-2360x816,26,Male,"Sydney, Manly, 2095",Manly,2095,Medium,Married,0.0,0.0,0.0,3.0,3.0,0.0,0.0,None,0.0,Balcony,2.3333333333333335,3.0,1.6666666666666667,3.0,0.0,196.66666666666669,0.0,0.0,26.309921962095878
188,Melissa Smith,garciamary@example.com,(269)730-3444x704,32,Female,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Low,Married,5.0,4.0,4.0,3.0,3.0,0.0,0.0,Investment,3.0,Balcony,1.3333333333333333,1.6666666666666667,3.0,3.3333333333333335,110.0,191.66666666666666,0.0,15.0,42.36343366778149
189,Stephanie Bush,larrydelgado@example.net,(368)771-1583x907,55,Male,"Sydney, Surry Hills, 2010",Surry Hills,2010,Low,Single,3.0,2.0,2.0,1.0,1.0,0.0,0.0,Investment,1.0,"Bathrooms, Bedrooms",1.0,4.0,2.0,4.0,60.0,135.0,0.0,5.0,26.755852842809364
190,Nicole Roberts,gjohnson@example.net,785.508.6389x107,30,Female,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,Low,With Kids,0.0,0.0,0.0,1.0,1.0,1.0,1.0,None,0.0,"Living Space, Price",4.0,1.0,2.0,4.0,0.0,150.0,25.0,0.0,23.411371237458194
191,Kristin Edwards,alexiswilson@example.org,3104523783,38,Female,"Sydney, North Sydney, 2060",North Sydney,2060,Medium,With Kids,10.0,8.0,3.0,3.0,3.0,0.0,0.0,Investment,2.0,Bedrooms,3.0,3.3333333333333335,3.3333333333333335,3.6666666666666665,195.0,223.33333333333331,0.0,10.0,57.30211817168339
192,Bruce Carlson,susanbarker@example.net,(844)784-6795,56,Male,"Sydney, Paddington, 2021",Paddington,2021,Medium,With Kids,4.0,2.0,3.0,5.0,5.0,0.0,0.0,Luxury,1.0,"Bedrooms, Balcony",2.6,3.6,2.0,2.4,75.0,265.0,0.0,5.0,46.15384615384615
193,Joshua Lee,melissaelliott@example.com,4917982149,53,Female,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,Medium,Single,10.0,8.0,4.0,3.0,3.0,0.0,0.0,Luxury,3.0,"Kitchen, Bedrooms",2.6666666666666665,2.0,3.3333333333333335,4.333333333333333,200.0,223.33333333333331,0.0,15.0,58.63991081382386
194,Jeremy English,rrodgers@example.net,947-245-0940x48364,52,Female,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Low,Single,0.0,0.0,0.0,2.0,2.0,0.0,0.0,None,0.0,Bedrooms,2.5,4.0,4.0,5.0,0.0,210.0,0.0,0.0,28.093645484949832
195,Laura Graham,scottalexandra@example.net,001-852-706-5900x959,46,Female,"Sydney, Manly, 2095",Manly,2095,High,With Kids,16.0,14.0,4.0,1.0,1.0,0.0,0.0,Luxury,3.0,Living Space,3.0,4.0,1.0,5.0,320.0,165.0,0.0,15.0,66.88963210702342
196,Carrie Woods,jjones@example.com,(258)345-4005,52,Male,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Low,Married,8.0,6.0,3.0,3.0,3.0,0.0,0.0,Investment,3.0,"Balcony, Living Space, Bathrooms",3.0,3.6666666666666665,3.0,3.0,155.0,213.33333333333334,0.0,15.0,51.28205128205129
197,George Wells,joel10@example.org,+1-235-221-7319x0178,50,Female,"Sydney, Paddington, 2021",Paddington,2021,High,Married,0.0,0.0,0.0,3.0,3.0,0.0,0.0,None,0.0,"Balcony, Kitchen",4.333333333333333,1.6666666666666667,3.3333333333333335,3.0,0.0,218.33333333333331,0.0,0.0,29.208472686733554
198,Jill Washington,andersonkristina@example.org,+1-624-315-3255x375,46,Female,"Sydney, Parramatta, 2150",Parramatta,2150,Medium,With Kids,11.0,9.0,4.0,3.0,3.0,0.0,0.0,Luxury,3.0,"Kitchen, Living Space, Price",2.6666666666666665,2.0,2.0,2.0,220.0,181.66666666666666,0.0,15.0,55.74136008918617
199,Robert Chapman,charlottewerner@example.com,713-632-4227x7572,20,Female,"Sydney, Manly, 2095",Manly,2095,Low,With Kids,0.0,0.0,0.0,4.0,4.0,0.0,0.0,None,0.0,"Bedrooms, Garage, Price",4.0,3.5,3.75,2.75,0.0,257.5,0.0,0.0,34.448160535117054
200,Jermaine Evans,bryce25@example.org,508.457.5394x2187,30,Female,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Medium,Married,11.0,6.0,4.0,1.0,1.0,0.0,0.0,Investment,3.0,Price,1.0,2.0,2.0,4.0,190.0,125.0,0.0,15.0,44.14715719063545
201,Jennifer George,nicholas21@example.org,9958098832,42,Female,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Low,Married,9.0,5.0,3.0,2.0,2.0,2.0,2.0,Affordable,3.0,Bedrooms,5.0,4.0,3.0,2.5,155.0,192.5,50.0,15.0,55.18394648829431
202,Cheryl Hood,gbenson@example.com,001-856-296-6502x9812,59,Female,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,Low,Single,14.0,10.0,4.0,3.0,3.0,2.0,2.0,Investment,3.0,Balcony,2.6666666666666665,2.3333333333333335,3.0,4.666666666666667,260.0,228.33333333333331,50.0,15.0,74.02452619843923
203,Marilyn Neal,bobby48@example.net,+1-715-530-8300,55,Male,"Sydney, Chatswood, 2067",Chatswood,2067,Medium,Single,0.0,0.0,0.0,4.0,3.0,0.0,0.0,None,0.0,"Bedrooms, Balcony",2.0,2.25,3.0,1.5,0.0,193.75,0.0,0.0,25.91973244147157
204,Lisa Harvey,jennifer81@example.net,001-293-694-1861,38,Male,"Sydney, North Sydney, 2060",North Sydney,2060,Medium,Single,0.0,0.0,0.0,1.0,1.0,0.0,0.0,None,0.0,"Living Space, Bedrooms, Price",1.0,3.0,3.0,4.0,0.0,135.0,0.0,0.0,18.06020066889632
205,Dean Ballard,sarah91@example.net,(237)969-7777,48,Male,"Sydney, Manly, 2095",Manly,2095,Medium,With Kids,15.0,11.0,4.0,1.0,1.0,0.0,0.0,Luxury,3.0,"Kitchen, Living Space",2.0,2.0,3.0,3.0,280.0,125.0,0.0,15.0,56.187290969899664
206,Richard Villegas,dakotahudson@example.net,776.638.6138x86252,32,Male,"Sydney, Newtown, 2042",Newtown,2042,High,Married,6.0,4.0,3.0,2.0,2.0,0.0,0.0,Luxury,3.0,"Balcony, Bathrooms, Living Space",3.5,2.5,2.0,1.0,115.0,142.5,0.0,15.0,36.45484949832776
207,Maria Davis,carrilloeric@example.org,+1-335-733-8804x146,53,Male,"Sydney, Manly, 2095",Manly,2095,Medium,Married,13.0,8.0,3.0,2.0,2.0,1.0,1.0,Luxury,3.0,Bedrooms,4.5,3.0,2.0,3.5,225.0,192.5,25.0,15.0,61.20401337792642
208,Stephanie Blevins,matthew54@example.net,368-258-6844x1418,21,Male,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Medium,Single,0.0,0.0,0.0,3.0,3.0,0.0,0.0,None,0.0,"Bedrooms, Price",3.0,2.3333333333333335,1.6666666666666667,2.6666666666666665,0.0,195.0,0.0,0.0,26.08695652173913
209,Katherine Martinez,marialynch@example.org,202-536-7156x44085,24,Male,"Sydney, North Sydney, 2060",North Sydney,2060,Low,With Kids,0.0,0.0,0.0,4.0,4.0,0.0,0.0,None,0.0,"Balcony, Bedrooms",2.5,2.25,2.0,3.75,0.0,242.5,0.0,0.0,32.441471571906355
210,Sarah Allison MD,pcooper@example.net,(453)256-8011x311,20,Female,"Sydney, Newtown, 2042",Newtown,2042,Medium,Married,0.0,0.0,0.0,4.0,3.0,0.0,0.0,None,0.0,Bedrooms,3.5,3.25,2.5,3.5,0.0,241.25,0.0,0.0,32.274247491638796
211,Melanie Duncan,jeremygriffin@example.org,751.816.6565x04297,33,Male,"Sydney, Chatswood, 2067",Chatswood,2067,High,Married,10.0,8.0,4.0,2.0,2.0,0.0,0.0,Investment,3.0,Price,1.0,1.5,3.0,2.5,200.0,140.0,0.0,15.0,47.491638795986624
212,Lori Elliott,swilkins@example.org,7319831039,60,Male,"Sydney, Paddington, 2021",Paddington,2021,Medium,Single,0.0,0.0,0.0,0.0,0.0,2.0,2.0,None,0.0,None,,,,,0.0,,50.0,0.0,
213,Jordan Bridges,burkerobert@example.com,(407)737-6836x440,37,Female,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,High,Single,9.0,9.0,3.0,0.0,0.0,0.0,0.0,Investment,3.0,None,,,,,195.0,,0.0,15.0,
214,Samantha Lewis,iolsen@example.com,(936)497-3380,28,Male,"Sydney, Chatswood, 2067",Chatswood,2067,High,Single,0.0,0.0,0.0,1.0,1.0,0.0,0.0,None,0.0,"Garage, Balcony",2.0,2.0,1.0,2.0,0.0,100.0,0.0,0.0,13.377926421404682
215,Aaron Hamilton,adam85@example.org,001-419-442-0297,43,Male,"Sydney, Manly, 2095",Manly,2095,Low,With Kids,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,,,,,0.0,,0.0,0.0,
216,Nina Schneider,beasleywalter@example.org,(558)800-3178,37,Female,"Sydney, Paddington, 2021",Paddington,2021,High,With Kids,3.0,2.0,3.0,1.0,1.0,0.0,0.0,Affordable,2.0,Living Space,5.0,1.0,4.0,1.0,65.0,125.0,0.0,10.0,26.755852842809364
217,Sandra Butler,tiffanyhammond@example.com,+1-753-479-0532x0271,33,Female,"Sydney, Newtown, 2042",Newtown,2042,Medium,With Kids,0.0,0.0,0.0,3.0,3.0,0.0,0.0,None,0.0,"Balcony, Price, Neighborhood",2.3333333333333335,4.0,2.3333333333333335,2.0,0.0,190.0,0.0,0.0,25.418060200668897
218,Laura Christian,matanatalie@example.com,+1-859-680-6385x1220,41,Female,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Low,Married,0.0,0.0,0.0,2.0,2.0,0.0,0.0,None,0.0,"Bathrooms, Balcony, Neighborhood",3.5,3.5,1.5,2.5,0.0,167.5,0.0,0.0,22.40802675585284
219,Grant Smith,mluna@example.com,(929)808-2508x16651,60,Male,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,Low,Single,11.0,6.0,4.0,2.0,2.0,0.0,0.0,Investment,3.0,Living Space,3.5,2.0,3.5,4.5,190.0,200.0,0.0,15.0,54.18060200668896
220,Kristi Burns,danielsallison@example.com,4454763947,52,Female,"Sydney, Parramatta, 2150",Parramatta,2150,Medium,With Kids,10.0,6.0,3.0,3.0,3.0,0.0,0.0,Affordable,3.0,Balcony,3.6666666666666665,2.3333333333333335,3.3333333333333335,2.6666666666666665,175.0,209.99999999999997,0.0,15.0,53.51170568561873
221,Nathan Obrien,jacobjohnson@example.com,(659)268-5504,35,Female,"Sydney, North Sydney, 2060",North Sydney,2060,Medium,Single,7.0,4.0,3.0,2.0,2.0,0.0,0.0,Luxury,2.0,"Kitchen, Balcony, Neighborhood",1.5,2.5,4.0,2.0,125.0,147.5,0.0,10.0,37.79264214046823
222,Micheal Smith MD,kathrynadams@example.org,001-788-380-5291,27,Male,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,Low,With Kids,12.0,12.0,3.0,3.0,3.0,1.0,1.0,Luxury,3.0,Balcony,2.6666666666666665,3.0,3.6666666666666665,3.0,255.0,210.0,25.0,15.0,67.55852842809364
223,Ronald Johnson,lindsaysalinas@example.com,802-924-1821x43473,50,Male,"Sydney, North Sydney, 2060",North Sydney,2060,Medium,Single,7.0,4.0,2.0,3.0,3.0,1.0,1.0,Investment,3.0,"Bathrooms, Living Space",2.0,3.0,2.6666666666666665,2.3333333333333335,120.0,188.33333333333334,25.0,15.0,46.59977703455965
224,Anthony White,baustin@example.org,001-391-655-1545x6035,41,Female,"Sydney, Manly, 2095",Manly,2095,High,Single,12.0,5.0,4.0,3.0,3.0,0.0,0.0,Luxury,3.0,"Bathrooms, Bedrooms",2.0,3.0,2.0,1.6666666666666667,190.0,175.0,0.0,15.0,50.836120401337794
225,Ryan Marshall,david80@example.org,775.837.3726,47,Male,"Sydney, Paddington, 2021",Paddington,2021,Low,With Kids,0.0,0.0,0.0,5.0,5.0,0.0,0.0,None,0.0,Bedrooms,4.0,3.2,3.4,2.4,0.0,284.0,0.0,0.0,37.993311036789294
226,Alexis Leach,daltongonzales@example.org,916-641-4704,25,Male,"Sydney, Newtown, 2042",Newtown,2042,Low,Single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,,,,,0.0,,0.0,0.0,
227,David Santos,debra35@example.org,(719)268-3400x3211,60,Male,"Sydney, Parramatta, 2150",Parramatta,2150,Medium,Single,6.0,4.0,4.0,2.0,2.0,1.0,1.0,Investment,2.0,Balcony,2.5,2.0,3.5,4.0,120.0,182.5,25.0,10.0,45.1505016722408
228,Debra Daniels,woodmatthew@example.net,+1-306-629-8296x99376,39,Female,"Sydney, Newtown, 2042",Newtown,2042,High,Single,13.0,9.0,4.0,2.0,2.0,1.0,1.0,Affordable,3.0,Living Space,2.0,3.5,2.0,3.0,240.0,162.5,25.0,15.0,59.19732441471572
229,Thomas Adams,thomas57@example.com,001-697-360-2759x7541,47,Female,"Sydney, Chatswood, 2067",Chatswood,2067,High,Married,16.0,12.0,4.0,5.0,5.0,0.0,0.0,Investment,3.0,"Balcony, Living Space, Price",3.4,3.6,2.4,3.6,300.0,293.0,0.0,15.0,81.33779264214047
230,John Vargas,brianmoyer@example.net,001-272-607-5442x4139,50,Female,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Low,Single,12.0,7.0,4.0,2.0,2.0,0.0,0.0,Investment,3.0,"Bathrooms, Balcony",1.0,2.5,4.0,4.5,210.0,180.0,0.0,15.0,54.18060200668896
231,Ethan Ingram,wrightkenneth@example.org,571.873.9696x2411,47,Male,"Sydney, Manly, 2095",Manly,2095,Medium,With Kids,9.0,8.0,3.0,4.0,4.0,0.0,0.0,Luxury,3.0,"Balcony, Living Space, Kitchen",3.0,3.75,1.75,3.75,185.0,253.75,0.0,15.0,60.70234113712375
232,Jason Hernandez,kyle65@example.org,001-616-575-6507,45,Male,"Sydney, Surry Hills, 2010",Surry Hills,2010,Low,Married,0.0,0.0,0.0,0.0,0.0,1.0,1.0,None,0.0,None,,,,,0.0,,25.0,0.0,
233,David Smith,ghernandez@example.net,001-456-753-5125x109,56,Male,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Medium,Married,4.0,3.0,2.0,3.0,3.0,0.0,0.0,Affordable,3.0,Bathrooms,4.666666666666667,3.6666666666666665,3.0,3.0,80.0,230.00000000000003,0.0,15.0,43.47826086956522
234,Andrew Dougherty,ramirezelaine@example.net,286-470-8674x5340,21,Female,"Sydney, Parramatta, 2150",Parramatta,2150,High,Married,10.0,6.0,4.0,3.0,3.0,2.0,2.0,Affordable,3.0,Living Space,3.3333333333333335,3.3333333333333335,3.0,2.0,180.0,200.0,50.0,15.0,59.53177257525084
235,Carrie Evans,phill@example.org,+1-650-527-4671x7751,50,Female,"Sydney, Newtown, 2042",Newtown,2042,High,With Kids,0.0,0.0,0.0,2.0,2.0,1.0,1.0,None,0.0,"Balcony, Price",2.5,2.0,2.0,2.5,0.0,152.5,25.0,0.0,23.745819397993312
236,David Smith,hallteresa@example.org,540-721-9357x61081,44,Male,"Sydney, North Sydney, 2060",North Sydney,2060,High,With Kids,17.0,13.0,4.0,3.0,3.0,1.0,1.0,Investment,3.0,Bathrooms,1.0,4.0,2.6666666666666665,2.0,320.0,178.33333333333334,25.0,15.0,72.01783723522854
237,Kyle Davis,handrews@example.com,(318)816-8085x10691,24,Female,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Medium,Married,8.0,7.0,3.0,2.0,2.0,1.0,1.0,Investment,3.0,"Neighborhood, Living Space, Garage",2.0,2.0,4.0,4.0,165.0,180.0,25.0,15.0,51.50501672240802
238,Robert Evans,jacobduke@example.net,660.663.4948x291,52,Female,"Sydney, Parramatta, 2150",Parramatta,2150,Medium,With Kids,0.0,0.0,0.0,2.0,2.0,0.0,0.0,None,0.0,"Balcony, Bedrooms, Kitchen",4.0,4.5,3.5,2.5,0.0,187.5,0.0,0.0,25.08361204013378
239,Katrina Chapman,karenvang@example.net,001-900-606-5037x64007,29,Male,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Medium,With Kids,0.0,0.0,0.0,3.0,2.0,0.0,0.0,None,0.0,Bedrooms,4.0,3.0,3.3333333333333335,1.6666666666666667,0.0,186.66666666666666,0.0,0.0,24.972129319955407
240,Gerald Johnson,nancy66@example.org,001-997-335-2985x237,54,Male,"Sydney, North Sydney, 2060",North Sydney,2060,High,With Kids,8.0,6.0,4.0,2.0,2.0,1.0,1.0,Affordable,2.0,Bathrooms,2.5,1.5,4.5,3.0,160.0,170.0,25.0,10.0,48.82943143812709
241,Jason Sanders,hammondadrian@example.net,001-627-947-0892,24,Female,"Sydney, North Sydney, 2060",North Sydney,2060,High,Single,0.0,0.0,0.0,2.0,2.0,0.0,0.0,None,0.0,"Bathrooms, Balcony, Garage",4.5,3.5,3.0,3.5,0.0,200.0,0.0,0.0,26.755852842809364
242,Monica Rose,john38@example.net,829.456.1113,52,Female,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,Medium,Married,8.0,7.0,4.0,4.0,4.0,0.0,0.0,Luxury,3.0,"Bedrooms, Living Space",2.0,4.0,3.75,2.75,170.0,240.0,0.0,15.0,56.85618729096989
243,Jessica Hodges,melissamcmahon@example.net,732-627-1274x031,28,Female,"Sydney, Bondi Beach, 2026",Bondi Beach,2026,High,With Kids,7.0,5.0,4.0,1.0,1.0,1.0,1.0,Investment,3.0,"Bathrooms, Kitchen, Balcony",5.0,3.0,5.0,2.0,140.0,155.0,25.0,15.0,44.81605351170568
244,Chelsea Macdonald,monicafitzpatrick@example.org,(829)646-7249x002,55,Male,"Sydney, Parramatta, 2150",Parramatta,2150,High,Single,5.0,4.0,4.0,1.0,1.0,0.0,0.0,Luxury,3.0,"Kitchen, Bedrooms",4.0,3.0,4.0,3.0,110.0,155.0,0.0,15.0,37.45819397993311
245,Gary Crawford,ritapatterson@example.net,(363)378-3625,32,Female,"Sydney, Manly, 2095",Manly,2095,Medium,Married,0.0,0.0,0.0,2.0,2.0,1.0,1.0,None,0.0,"Bedrooms, Neighborhood, Price",3.5,2.5,2.0,4.5,0.0,195.0,25.0,0.0,29.431438127090303
246,Whitney Cole,allison38@example.org,636-282-4363x102,44,Female,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Medium,Single,27.0,15.0,4.0,2.0,2.0,1.0,1.0,Luxury,3.0,"Bathrooms, Balcony, Neighborhood",3.0,1.0,3.0,3.0,440.0,165.0,25.0,15.0,86.2876254180602
247,Kristin Green,wallacelinda@example.org,001-902-304-2506,32,Female,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Low,With Kids,4.0,3.0,2.0,1.0,1.0,1.0,1.0,Luxury,2.0,Neighborhood,3.0,5.0,3.0,4.0,80.0,165.0,25.0,10.0,37.45819397993311
248,Alejandro Brown,zvargas@example.net,001-344-878-5578x44683,58,Male,"Sydney, Parramatta, 2150",Parramatta,2150,Low,Single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,,,,,0.0,,0.0,0.0,
249,Kimberly Phillips,stephaniemoore@example.org,562.581.9973,26,Male,"Sydney, North Sydney, 2060",North Sydney,2060,High,With Kids,18.0,10.0,4.0,3.0,3.0,2.0,2.0,Luxury,3.0,Balcony,3.0,3.6666666666666665,2.3333333333333335,3.6666666666666665,300.0,220.0,50.0,15.0,78.26086956521739
250,Tina Kline,stewartelizabeth@example.net,(918)566-5436,34,Female,"Sydney, Surry Hills, 2010",Surry Hills,2010,Low,Single,14.0,10.0,4.0,0.0,0.0,0.0,0.0,Investment,3.0,None,,,,,260.0,,0.0,15.0,
251,Nichole Diaz,eherrera@example.net,781-634-3125x951,26,Female,"Sydney, Paddington, 2021",Paddington,2021,Medium,Married,0.0,0.0,0.0,5.0,5.0,0.0,0.0,None,0.0,Balcony,2.6,2.8,2.8,2.2,0.0,262.0,0.0,0.0,35.05016722408027
252,Alexis Jones,jmoore@example.com,417.874.8764x53577,32,Male,"Sydney, North Sydney, 2060",North Sydney,2060,Low,Single,7.0,5.0,4.0,3.0,3.0,1.0,1.0,Luxury,2.0,"Balcony, Bedrooms",2.0,2.3333333333333335,3.3333333333333335,3.0,140.0,198.33333333333331,25.0,10.0,49.944258639910814
253,Sophia Aguilar,travisstephanie@example.org,+1-407-848-0216,21,Female,"Sydney, Newtown, 2042",Newtown,2042,High,Married,7.0,5.0,4.0,2.0,2.0,0.0,0.0,Affordable,3.0,"Bathrooms, Bedrooms",3.0,3.5,1.5,1.5,140.0,147.5,0.0,15.0,40.468227424749166
254,Kelly Williams,jaredgreene@example.com,234.513.2351x52405,33,Male,"Sydney, Paddington, 2021",Paddington,2021,High,Married,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Luxury,1.0,Neighborhood,3.0,5.0,4.0,5.0,25.0,185.0,50.0,5.0,35.45150501672241
255,Andre Nguyen,grace03@example.org,392.491.1802x130,21,Female,"Sydney, Chatswood, 2067",Chatswood,2067,Medium,Single,0.0,0.0,0.0,2.0,2.0,0.0,0.0,None,0.0,"Bathrooms, Balcony",5.0,4.0,1.0,2.5,0.0,182.5,0.0,0.0,24.414715719063544
256,April Brooks,savannahbaldwin@example.net,641-875-4652x7149,21,Female,"Sydney, Surry Hills, 2010",Surry Hills,2010,Medium,Married,1.0,1.0,1.0,3.0,3.0,0.0,0.0,Luxury,1.0,Balcony,4.0,2.0,3.0,3.3333333333333335,25.0,220.0,0.0,5.0,33.44481605351171
257,Austin Livingston,johnsonlauren@example.com,7283905846,26,Male,"Sydney, Paddington, 2021",Paddington,2021,Low,Married,0.0,0.0,0.0,5.0,5.0,1.0,1.0,None,0.0,"Balcony, Price",2.0,3.6,3.4,2.8,0.0,272.0,25.0,0.0,39.7324414715719
258,Rhonda Williams MD,stacey79@example.org,253-791-4605x50964,57,Female,"Sydney, Parramatta, 2150",Parramatta,2150,Medium,With Kids,5.0,4.0,4.0,2.0,2.0,1.0,1.0,Luxury,3.0,"Bedrooms, Bathrooms",3.5,4.0,3.0,3.0,110.0,185.0,25.0,15.0,44.81605351170568
259,John Marquez,ncameron@example.com,001-777-522-4772x106,56,Male,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Medium,Single,0.0,0.0,0.0,1.0,1.0,0.0,0.0,None,0.0,"Neighborhood, Price, Balcony",3.0,3.0,2.0,2.0,0.0,120.0,0.0,0.0,16.05351170568562
260,Michael Zimmerman,zbyrd@example.net,+1-898-936-3813x0447,27,Female,"Sydney, Chatswood, 2067",Chatswood,2067,High,With Kids,3.0,1.0,2.0,4.0,4.0,0.0,0.0,Investment,1.0,"Bathrooms, Garage",3.75,4.0,3.5,4.25,50.0,278.75,0.0,5.0,44.64882943143812
261,Jennifer Lopez,yjackson@example.com,(583)747-5498x521,48,Female,"Sydney, Manly, 2095",Manly,2095,Medium,With Kids,0.0,0.0,0.0,1.0,1.0,1.0,1.0,None,0.0,"Kitchen, Price",2.0,1.0,5.0,4.0,0.0,145.0,25.0,0.0,22.74247491638796
262,Randall Floyd,ewalton@example.com,423.333.0004x8458,44,Male,"Sydney, Darlinghurst, 2010",Darlinghurst,2010,Low,Married,5.0,4.0,3.0,3.0,3.0,0.0,0.0,Investment,3.0,"Garage, Price",2.3333333333333335,3.0,3.0,3.0,105.0,203.33333333333334,0.0,15.0,43.25529542920848
263,Sherry Colon,bradley43@example.com,229.342.3117x83068,57,Female,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,Medium,Single,0.0,0.0,0.0,4.0,3.0,0.0,0.0,None,0.0,"Bedrooms, Price, Bathrooms",2.75,4.25,4.25,3.5,0.0,247.5,0.0,0.0,33.11036789297659
264,Samuel Whitehead,pharris@example.net,808.688.1402x48486,45,Female,"Sydney, Parramatta, 2150",Parramatta,2150,Medium,Married,21.0,16.0,4.0,1.0,1.0,1.0,1.0,Investment,3.0,"Living Space, Bedrooms",4.0,1.0,1.0,5.0,390.0,160.0,25.0,15.0,78.92976588628763
265,Jonathan Combs,angela39@example.com,664-310-1254,47,Female,"Sydney, North Sydney, 2060",North Sydney,2060,Low,Married,0.0,0.0,0.0,2.0,2.0,1.0,1.0,None,0.0,"Garage, Bedrooms, Balcony",4.5,3.0,2.5,2.0,0.0,172.5,25.0,0.0,26.421404682274247
266,Tiffany Lane,foxkendra@example.com,696-316-4212,26,Female,"Sydney, Sydney CBD, 2000",Sydney CBD,2000,High,Single,9.0,7.0,4.0,2.0,2.0,0.0,0.0,Affordable,3.0,"Kitchen, Neighborhood",4.0,2.5,4.5,2.5,180.0,182.5,0.0,15.0,50.50167224080268
267,Hannah Ruiz,katie70@example.org,562.395.1212,22,Male,"Sydney, Parramatta, 2150",Parramatta,2150,Medium,With Kids,0.0,0.0,0.0,4.0,4.0,0.0,0.0,None,0.0,"Balcony, Kitchen",3.0,2.25,4.25,1.5,0.0,225.0,0.0,0.0,30.100334448160538
